"Channel Title","Channel URL","Channel ID",Position,"Video Title","Video URL","Video ID","Publish Date",Duration,Views,Description,"Thumbnail URL","Availability Status"
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,11,"إعراب فأسقيناكموه #تعلم_العربية #learnarab #فنون_العربية#النحو #لغتي_الجميلة #علم #لغتنا_العربية",https://www.youtube.com/watch?v=WorKQQevGrk,WorKQQevGrk,2025-09-07T18:00:25Z,01:30,"11,079","إعراب فأسقيناكموه بالتفصيل",https://i.ytimg.com/vi/WorKQQevGrk/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,12,"الأسماء الخمسة ومعانيها  #تعلم_العربية  #النحو  #فنون_العربية #learnarab #لغتي_الجميلة #لغتي_هويتي",https://www.youtube.com/watch?v=FSCwBP3W9UE,FSCwBP3W9UE,2025-08-29T17:15:00Z,01:30,"15,794","الأسماء الخمسة ومعانيها",https://i.ytimg.com/vi/FSCwBP3W9UE/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,13,"إعراب لفظ عام وسنة #تعلم_العربية  #النحو #فنون_العربية #learnarab #علم #لغتنا_الجميلة #لغتي_الجميلة",https://www.youtube.com/watch?v=xVkzvKnlCJc,xVkzvKnlCJc,2025-08-28T19:05:25Z,01:30,"5,572","إعراب لفظ عام وسنة بالتفصيل",https://i.ytimg.com/vi/xVkzvKnlCJc/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,14,"تذكير العدد وتأنيثه مع لفظ عام وسنة  #تعلم_العربية  #النحو # تعليم #learnarab #علم #لغتي_الجميلة",https://www.youtube.com/watch?v=YcgmIK2JMsk,YcgmIK2JMsk,2025-08-28T15:28:00Z,01:30,"6,738","تذكير العدد وتأنيثه مع لفظ عام وسنة",https://i.ytimg.com/vi/YcgmIK2JMsk/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,15,"علوم البلاغة -  سلسلة تعلم البلاغة 2 #اكسبلور #تعلم_العربية #البلاغة_العربية #فنون_العربية",https://www.youtube.com/watch?v=MxNdUY7kk9Q,MxNdUY7kk9Q,2025-08-11T14:00:16Z,05:21,"14,100","علوم البلاغة -  سلسلة تعلم البلاغة 2
في هذا الدرس شرح لتعريف البلاغة ومعرفة علوم البلاغة وتعريف كل نوع وذكر موضوعاته 
الدرس الأول من سلسلة تعلم البلاغة من هنا : 
https://youtu.be/APAms2bx2mM",https://i.ytimg.com/vi/MxNdUY7kk9Q/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,16,"الفرق بين الفصاحة والبلاغة  - سلسلة تعلم البلاغة 1#اكسبلور #تعلم_العربية #فنون_العربية #learnarab",https://www.youtube.com/watch?v=APAms2bx2mM,APAms2bx2mM,2025-08-08T18:27:30Z,07:14,"14,912","الفرق بين الفصاحة والبلاغة  - سلسلة تعلم البلاغة 
نشرح تعريف البلاغة والفرق بين الفصاحة والبلاغة ومقدمة في علم البلاغة",https://i.ytimg.com/vi/APAms2bx2mM/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,17,"الفرق بين القصاحة والبلاغة  سلسلة تعلم البلاغة 1 #تعلم_العربية #النحو #اكسبلور #فنون_العربية",https://www.youtube.com/watch?v=MDBUiqc8jtk,MDBUiqc8jtk,2025-08-06T17:51:43Z,01:30,"10,605","الفرق بين القصاحة والبلاغة  سلسلة تعلم البلاغة 1 
#اكسبلور 
#تعلم_العربية 
#فنون_العربية 
#لغتي_الجميلة 
#education 
#learnarab",https://i.ytimg.com/vi/MDBUiqc8jtk/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,18,"إعراب هنا وهناك وهنالك   سلسلة تعلم الإعراب 74",https://www.youtube.com/watch?v=5G1IbpYm5cU,5G1IbpYm5cU,2025-08-04T19:24:16Z,05:10,"7,712","إعراب هنا وهناك وهنالك   سلسلة تعلم الإعراب 74
#فنون_العربية
#تعلم 
#تعلم_العربية 
#لغتي_الجميلة",https://i.ytimg.com/vi/5G1IbpYm5cU/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,19,"بودكاست كيف أتقن الإعراب بسهولة؟",https://www.youtube.com/watch?v=ZBFiXj94ZFg,ZBFiXj94ZFg,2025-08-03T18:36:12Z,09:37,"4,077","رابط قائمة التشغيل : سلسلة تعلم الإعراب والقواعد النحوية : 
https://www.youtube.com/playlist?list=PLrFRFRnrC6-U43IsG-wFjjZtwbDN06AVQ
هنا مقطعان لتعلم الإعراب مع أمثلة :
https://www.youtube.com/playlist?list=PLrFRFRnrC6-WP3TGrTNYK5sQ_Uz2wFXqd",https://i.ytimg.com/vi/ZBFiXj94ZFg/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,20,"الفرق بين باع وابتاع والفرق بين شرى واشترى",https://www.youtube.com/watch?v=FCg40r6Ub9M,FCg40r6Ub9M,2025-07-16T19:31:25Z,00:54,"2,330","الفرق بين باع وابتاع والفرق بين شرى واشترى
#قدرات",https://i.ytimg.com/vi/FCg40r6Ub9M/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,21,"بودكاست عن الجملة الفعلية   الحلقة الأولى",https://www.youtube.com/watch?v=I8CQ2uzyL0c,I8CQ2uzyL0c,2025-05-31T14:13:49Z,04:56,"3,064","بودكاست عن الجملة الفعلية   الحلقة الأولى 
رأيكم مهم",https://i.ytimg.com/vi/I8CQ2uzyL0c/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,22,"أسماء الإشارة للقريب",https://www.youtube.com/watch?v=IW-4TCdwU64,IW-4TCdwU64,2025-01-09T16:47:50Z,00:56,"24,106","أسماء الإشارة للقريب 
لمتابعة الدرس كاملا للقريب والبعيد من هنا:
https://youtu.be/eO0c3sBP6Zg?si=wDG1tcOhncg97wPO",https://i.ytimg.com/vi/IW-4TCdwU64/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,23,"الأسماء الخمسة",https://www.youtube.com/watch?v=JCxGAuSi7R4,JCxGAuSi7R4,2025-01-07T19:48:57Z,01:29,"7,674","#اكسبلور #تيك_توك #ترند_تيك_توك #لايك #ترند_تيك_توك #شعر #greenscreen #قصيد #تعلم",https://i.ytimg.com/vi/JCxGAuSi7R4/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,24,"إعراب سورة الفلق  سلسلة تعلم الإعراب 73",https://www.youtube.com/watch?v=p2eHdZavDP4,p2eHdZavDP4,2025-01-04T19:36:19Z,07:52,"9,182","إعراب سورة الفلق  سلسلة تعلم الإعراب 73
 القارئ الشيخ كريم منصوري",https://i.ytimg.com/vi/p2eHdZavDP4/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,25,"إعراب سورة الناس - سلسلة تعلم الإعراب 72",https://www.youtube.com/watch?v=tJKRdZVMiQw,tJKRdZVMiQw,2025-01-03T20:26:38Z,06:50,"7,034","إعراب سورة الناس - سلسلة تعلم الإعراب 72
القارئ الشيخ/ كريم منصوري",https://i.ytimg.com/vi/tJKRdZVMiQw/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,26,"همزة الأخلاق وصل أم قطع؟ #اكسبلور #تيك_توك #لايك",https://www.youtube.com/watch?v=0zzyNiQc7Qs,0zzyNiQc7Qs,2025-01-01T08:32:58Z,01:28,"2,837","#اكسبلور #تيك_توك #لايك",https://i.ytimg.com/vi/0zzyNiQc7Qs/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,27,"حفظ أوزان صيغ المبالغة بطريقة سهلة رائعة  #اكسبلور",https://www.youtube.com/watch?v=o-kt1_4DTi8,o-kt1_4DTi8,2024-12-20T12:05:44Z,01:30,"6,311","حفظ أوزان صيغ المبالغة بطريقة سهلة رائعة 
لمتابعة الدرس كاملا من هنا : https://youtu.be/uEUDRxF86qI?si=Mo914EgqtN6xsSuk",https://i.ytimg.com/vi/o-kt1_4DTi8/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,28,"زمن تنكست الرؤوس به",https://www.youtube.com/watch?v=ip7aENXcSgs,ip7aENXcSgs,2024-11-14T19:17:09Z,00:41,"3,139","زَمَنٌ تَنَكَّسَتِ الرؤوسُ بِهِ
وعَلَا بهِ المتطاوِلُ الذَّنَبُ

الشُّهْمُ تحتَ الوَغْدِ مُنْدَحِرٌ
والدِّيكُ فوقَ الصقرِ مُنتَصِبُ

يا موتُ أقبِلْ لا حياةَ لنا
ميزانُ هذا العصرِ مُنقَلِبُ!
للشاعر الدكتور / فواز اللعبون",https://i.ytimg.com/vi/ip7aENXcSgs/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,29,"إعراب أعجبتني الزهرة لونها",https://www.youtube.com/watch?v=lZAP9Z-swkc,lZAP9Z-swkc,2024-04-13T19:16:17Z,03:02,"74,037","إعراب أعجبتني الزهرة لونها
 شرح درس البدل و أقسامه : ( كل من كل ــ  بعض من كل ــ اشتمال ) من هنا: 
https://youtu.be/1Qg0zSoIFLg
لمتابعة درس التوكيد اللفظي و المعنوي ــ سلسلة تعلم الإعراب 36.mp4
https://youtu.be/PJJ4dXlYuxw 

أسعد بانضمامكم  وشرف لي انتسابكم إلى قناة فنون العربية و تفعيل الانتساب اليوتيوب الجديدة 2020 ودعم صناع المحتوى
https://www.youtube.com/channel/UC1Z2SVr3TMB7sPrJDw1D1_g/join
أنواع النعت (الصفة) سلسلة تعلم الإعراب 33.mp4
https://youtu.be/QbPnbwIyRsQ
أنواع الخبر شرح بالتفصيل ـ سلسلة تعلم الإعراب 14.mp4
https://youtu.be/5sLnAlW74vQ
الفرق بين النعت الحقيقي و النعت السببي ـ سلسة تعلم الإعراب 34.mp4
https://youtu.be/Cu6xb3CgW8U
الفرق بين الصفة و الحال ـ سلسلة تعلم الإعراب 31.
https://youtu.be/YIPVugqseKY
علامات الإعراب  الأصلية : ( الضمة ـ الفتحة ـ الكسرة ) سلسلة تعلم الإعراب 5
https://youtu.be/_GpJcCQl79w
علامات الإعراب الفرعية شرح بالتفصيل ـ سلسلة تعلم الإعراب 6
https://youtu.be/FUGuenhyaZ4
الفاعل و علامات إعرابه و أنواعه ـ سلسلة تعلم الإعراب 9
https://youtu.be/GeoiDO3Y6ls
المفعول به و علامات إعرابه و أنواعه ـ سلسلة تعلم الإعراب 10
https://youtu.be/-sSadKciHjA
يمكنكم دعم القناة لاستمرار المحتوى على paypal من خلال الرابط التالي :
https://paypal.me/mamado77777?locale.x=ar_EG
#فنون_العربية_محمد_حسين",https://i.ytimg.com/vi/lZAP9Z-swkc/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,30,"إعراب كلمة مساكين",https://www.youtube.com/watch?v=2OgMwuSuEwU,2OgMwuSuEwU,2024-01-13T18:51:13Z,03:22,"20,730","إعراب كلمة مساكين في سورة الكهف الآية 79 
القارئ الشيخ / كريم منصوري 
شرح درس الممنوع من الصرف :
https://youtu.be/DsI2Bmsw3r8",https://i.ytimg.com/vi/2OgMwuSuEwU/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,31,"همزة الوصل وهمزة القطع تنبيهات",https://www.youtube.com/watch?v=05Xw7aHPTfc,05Xw7aHPTfc,2024-01-10T18:46:37Z,05:13,"13,113","همزة الوصل  (ألف الوصل) وهمزة القطع تنبيهات 
شرح درس همزة الوصل وهمزة القطع بالتفصيل المقطع الأول : 
https://youtu.be/WLLyn3VWPrM
تطبيقات على همزة الوصل وهمزة القطع المقطع الثاني : 
https://youtu.be/6tw5rfM8Kz4
مشاهدة الهمزة المتوسطة في جميع حالاتها من هنا :
https://youtu.be/Zu6W9eO6B8Q
مشاهدة شرح درس الهمزة المتطرفة من هنا : 
https://youtu.be/Ddjsp90qy7c
مشاهدة شرح درس الهمزة المتوسطة على الألف :
 https://youtu.be/O4a3qPro0Lo
مشاهدة شرح درس الهمزة المتوسطة على الواو من هنا : https://youtu.be/T4r_gsnWV5M 
مشاهدة أيضا شرح درس الهمزة المتوسطة على الياء : https://youtu.be/KYFJnuSvH6w
شرح درس الهمزة المتوسطة على السطر :
https://youtu.be/l0a-l9JneaM
مشاهدة درس همزة الوصل و همزة القطع من هنا : 
https://youtu.be/WLLyn3VWPrM
يمكنكم دعم القناة لاستمرار المحتوى على paypal من خلال الرابط التالي :
https://paypal.me/mamado77777?locale.x=ar_EG

#فنون_العربية_محمد_حسين",https://i.ytimg.com/vi/05Xw7aHPTfc/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,32,"تطبيقات على همزة الوصل وهمزة القطع",https://www.youtube.com/watch?v=6tw5rfM8Kz4,6tw5rfM8Kz4,2024-01-06T15:50:12Z,15:59,"29,811","تطبيقات على همزة الوصل (ألف الوصل) وهمزة القطع
شرح المقطع الأصلي من هنا :
https://youtu.be/WLLyn3VWPrM?feature=shared
مشاهدة الهمزة المتوسطة في جميع حالاتها من هنا :
https://youtu.be/Zu6W9eO6B8Q
مشاهدة شرح درس الهمزة المتطرفة من هنا : 
https://youtu.be/Ddjsp90qy7c
مشاهدة شرح درس الهمزة المتوسطة على الألف :
 https://youtu.be/O4a3qPro0Lo
مشاهدة شرح درس الهمزة المتوسطة على الواو من هنا : https://youtu.be/T4r_gsnWV5M 
مشاهدة أيضا شرح درس الهمزة المتوسطة على الياء : https://youtu.be/KYFJnuSvH6w
شرح درس الهمزة المتوسطة على السطر :
https://youtu.be/l0a-l9JneaM
مشاهدة درس همزة الوصل و همزة القطع من هنا : 
https://youtu.be/WLLyn3VWPrM
يمكنكم دعم القناة لاستمرار المحتوى على paypal من خلال الرابط التالي :
https://paypal.me/mamado77777?locale.x=ar_EG

#فنون_العربية_محمد_حسين",https://i.ytimg.com/vi/6tw5rfM8Kz4/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,33,"المعنى الحقيقي لعبارة أكلت السمكة حتى رأسها",https://www.youtube.com/watch?v=fn92suefTpU,fn92suefTpU,2024-01-01T17:57:49Z,01:36,"6,359","المعنى الحقيقي لعبارة أكلت السمكة حتى رأسها 
لمعرفة المعنى والإعراب من هنا :
https://youtu.be/JWpC8phSflk?si=eTKC03RcfP6hkA6e",https://i.ytimg.com/vi/fn92suefTpU/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,34,"صيغ المبالغة",https://www.youtube.com/watch?v=uEUDRxF86qI,uEUDRxF86qI,2023-12-16T19:17:05Z,08:07,"238,321","شرح صيغ المبالغة بالتفصيل 
المشتقات : اسم الفاعل واسم المفعول من الفعل الثلاثي
لمتابعة شرح درس اسم المفعول من الفعل الثلاثي  :
https://youtu.be/GOVBsUI1Z2E
لمتابعة شرح درس اسم الفاعل من الفعل الثلاثي من هنا :
https://youtu.be/sMwYsA_Vs0U
لمتابعة شرح درس اسم الفاعل من الفعل الثلاثي وغير الثلاثي من هنا :
https://youtu.be/6UPEUsX8nxM
اسم المفعول من الفعل الثلاثي وغير الثلاثي
https://youtu.be/QiUumXzus3A
أسعد بانضمامكم  وشرف لي انتسابكم إلى قناة فنون العربية و تفعيل الانتساب اليوتيوب الجديدة ودعم صناع المحتوى
https://www.youtube.com/channel/UC1Z2...
يمكنكم متابعة قائمة التشغيل لتعلم النحو والإعراب من البداية من هنا :
https://www.youtube.com/playlist?list...
للتواصل معي عبر حسابات التواصل الاجتماعي من هنا : 
فيس بوك 
https://www.facebook.com/mhmd.m.hsyn.1
تويتر 
https://twitter.com/mama77do
إنستجرام 
https://www.instagram.com/ma77mado/
لمتابعتنا في قناة التليجرام  بها الكثير من الاختبارات الإلكترونية من هنا : 
https://t.me/fonoonarabic
#فنون_العربية_محمد_حسين",https://i.ytimg.com/vi/uEUDRxF86qI/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,35,"أتظن أنك عندما أحرقتني للشاعر السعودي مهذل الصقور",https://www.youtube.com/watch?v=BqL1glxEop4,BqL1glxEop4,2023-11-03T17:57:03Z,04:42,"6,849","قصيدة أتظن أنك عندما أحرقتني 
أنا كالقيامة ذات يوم آت
للشاعر السعودي / مهذل الصقور 
كلمات القصيدة :
أتَظُنُّ أنكَ عندما أحرَقْتَنِي          ورَقَصْتَ كالشيطانِ فوق رُفاتي
وتَرَكْتَنِي للذَّاِرياتِ تَذُرُّنِي          كُحلاً لعين الشمس في الفلوات
أتظن أنك قد طَمَست هويتي          ومَحَوْتَ تاريخي ومعتقداتي
عبثاً تُحاول ... لا فناء لثائرٍ           أنا كالقِيامةِ ذاتَ يومٍ آت
أنا مثلُ عيسى عائدٌ وبقوةٍ             من كل عاصفةٍ أَلُمُّ شَتاتي
سأعودُ أقدمَ عاشقٍ متمردٍ           سأعودُ أعظمَ أعظمَ الثَّوراتِ
سأعودُ بالتوراةِ والإنجيلِ وال          قرآنِ والتسبيحِ والصلواتِ
سأعودُ بالأديانِ دينًا واحدًا          خالٍ من الأحْقادِ والنَّعَرات
رجلٌ من الأخدودِ ما من عودتي           بُدٌ ... أنا كلُّ الزَّمانِ الآتي

للتواصل معي عبر حسابات التواصل الاجتماعي من هنا : 
فيس بوك 
https://www.facebook.com/mhmd.m.hsyn.1
تويتر 
https://twitter.com/mama77do
إنستجرام 
https://www.instagram.com/ma77mado/",https://i.ytimg.com/vi/BqL1glxEop4/hqdefault.jpg,available
"فنون العربية",https://www.youtube.com/@fonon_arabic,UC1Z2SVr3TMB7sPrJDw1D1_g,36,"أصل كلمة بنات",https://www.youtube.com/watch?v=QACbNrZlpa0,QACbNrZlpa0,2023-08-25T17:01:32Z,04:16,"77,132","أصل كلمة بنات
نوع الجمع في كلمة بنات 
هل كلمة بنات جمع تكسير؟
هل كلمة بنات جمع مؤنث سالم؟
هل كلمة بنات ملحق بجمع المؤنث السالم؟
إعراب كلمة بنات 
يمكنكم دعم القناة لاستمرار المحتوى على paypal من خلال الرابط التالي :
https://paypal.me/mamado77777?locale.x=ar_EG
يمكنكم متابعة قائمة التشغيل لتعلم النحو والإعراب من البداية من هنا :
https://www.youtube.com/playlist?list...
للتواصل معي عبر حسابات التواصل الاجتماعي من هنا : 
فيس بوك 
https://www.facebook.com/mhmd.m.hsyn.1
تويتر 
https://twitter.com/mama77do
إنستجرام 
https://www.instagram.com/ma77mado/
لمتابعتنا في قناة التليجرام  بها الكثير من الاختبارات الإلكترونية من هنا : 
https://t.me/fonoonarabic
#فنون_العربية_محمد_حسين",https://i.ytimg.com/vi/QACbNrZlpa0/hqdefault.jpg,available
